"station","year","species","original_total_count","adjusted_total_count","n_samples","total_area","original_density","adjusted_density","density_difference","density_ratio"
"B8",2016,"Cossura longocirrata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Dorvilleidae",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Ennucula tenuis",6,24,3,0.12,50,200,150,4
"B8",2016,"Eteone longa",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"B8",2016,"Heteromastus filiformis",26,77,3,0.12,216.666666666667,641.666666666667,425,2.96153846153846
"B8",2016,"Lanassa venusta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Leaena ebranchiata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"B8",2016,"Lumbrineris",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Macoma calcarea",34,136,3,0.12,283.333333333333,1133.33333333333,850,4
"B8",2016,"Maldanidae",13,31,3,0.12,108.333333333333,258.333333333333,150,2.38461538461538
"B8",2016,"Mya arenaria",20,80,3,0.12,166.666666666667,666.666666666667,500,4
"B8",2016,"NA",16,43,3,0.12,133.333333333333,358.333333333333,225,2.6875
"B8",2016,"Nuculana minuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Nuculana pernula",10,40,3,0.12,83.3333333333333,333.333333333333,250,4
"B8",2016,"Ophelina acuminata",89,107,3,0.12,741.666666666667,891.666666666667,150,1.20224719101124
"B8",2016,"Parvicardium minimum",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"B8",2016,"Pectinaria koreni",2,5,3,0.12,16.6666666666667,41.6666666666667,25,2.5
"B8",2016,"Pholoe minuta",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"B8",2016,"Polydora",60,123,3,0.12,500,1025,525,2.05
"B8",2016,"Praxillella praetermissa",7,13,3,0.12,58.3333333333333,108.333333333333,50,1.85714285714286
"B8",2016,"Priapulus caudatus",3,9,3,0.12,25,75,50,3
"B8",2016,"Sabellidae",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Scalibregma inflatum",7,10,3,0.12,58.3333333333333,83.3333333333333,25,1.42857142857143
"B8",2016,"Scoloplos armiger",8,20,3,0.12,66.6666666666667,166.666666666667,100,2.5
"B8",2016,"Serripes groenlandicus",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Sphaerodoropsis minuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2016,"Spionida",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"B8",2016,"Spionidae",6,9,3,0.12,50,75,25,1.5
"B8",2017,"Abra nitida",17,68,3,0.12,141.666666666667,566.666666666667,425,4
"B8",2017,"Ampharetidae",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Amphipoda",3,12,3,0.12,25,100,75,4
"B8",2017,"Apistobranchus tullbergi",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Arctica islandica",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"B8",2017,"Chaetozone setosa",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"B8",2017,"Cossura longocirrata",3,12,3,0.12,25,100,75,4
"B8",2017,"Crassicorophium bonellii",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Macoma calcarea",31,124,3,0.12,258.333333333333,1033.33333333333,775,4
"B8",2017,"Mediomastus fragilis",16,64,3,0.12,133.333333333333,533.333333333333,400,4
"B8",2017,"Microphthalmus aberrans",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Mya arenaria",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"B8",2017,"Mytilidae",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"B8",2017,"Ophelina acuminata",12,33,3,0.12,100,275,175,2.75
"B8",2017,"Polydora",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"B8",2017,"Praxillella praetermissa",12,27,3,0.12,100,225,125,2.25
"B8",2017,"Priapulus caudatus",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Retusa pertenuis",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"B8",2017,"Scalibregma inflatum",75,261,3,0.12,625,2175,1550,3.48
"B8",2017,"Scoloplos armiger",10,40,3,0.12,83.3333333333333,333.333333333333,250,4
"C4",1999,"Abra nitida",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"C4",1999,"Ampharetidae",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"C4",1999,"Caprella septentrionalis",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"C4",1999,"Chaetozone setosa",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"C4",1999,"Cumacea",12,12,1,0.0225,533.333333333333,533.333333333333,0,1
"C4",1999,"Ennucula tenuis",10,10,1,0.0225,444.444444444444,444.444444444444,0,1
"C4",1999,"Lanassa venusta",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"C4",1999,"Macoma calcarea",7,7,1,0.0225,311.111111111111,311.111111111111,0,1
"C4",1999,"Munna",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"C4",1999,"Musculus",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"C4",1999,"Myriochele oculata",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"C4",1999,"Mytilus edulis",28,28,1,0.0225,1244.44444444444,1244.44444444444,0,1
"C4",1999,"Onoba aculeus",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"C4",1999,"Ophelina acuminata",17,17,1,0.0225,755.555555555556,755.555555555556,0,1
"C4",1999,"Paroediceros lynceus",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"C4",1999,"Pectinaria granulata",8,8,1,0.0225,355.555555555556,355.555555555556,0,1
"C4",1999,"Pholoe minuta",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"C4",1999,"Protomedeia fasciata",5,5,1,0.0225,222.222222222222,222.222222222222,0,1
"C4",1999,"Retusa pertenuis",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"C4",1999,"Scalibregma inflatum",7,7,1,0.0225,311.111111111111,311.111111111111,0,1
"C4",1999,"Scoloplos armiger",6,6,1,0.0225,266.666666666667,266.666666666667,0,1
"C4",1999,"Spio",6,6,1,0.0225,266.666666666667,266.666666666667,0,1
"C4",1999,"Yoldia hyperborea",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"C4",2013,"Arctica islandica",1,8,3,0.12,8.33333333333333,66.6666666666667,58.3333333333333,8
"C4",2013,"Aricidea suecica",3,17,3,0.12,25,141.666666666667,116.666666666667,5.66666666666667
"C4",2013,"Capitella capitata",571,914,3,0.12,4758.33333333333,7616.66666666667,2858.33333333333,1.60070052539405
"C4",2013,"Chaetozone setosa",21,35,3,0.12,175,291.666666666667,116.666666666667,1.66666666666667
"C4",2013,"Eteone longa",10,17,3,0.12,83.3333333333333,141.666666666667,58.3333333333333,1.7
"C4",2013,"Eunoe nodosa",10,10,3,0.12,83.3333333333333,83.3333333333333,0,1
"C4",2013,"Harmothoe extenuata",10,24,3,0.12,83.3333333333333,200,116.666666666667,2.4
"C4",2013,"Harmothoe imbricata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2013,"Mediomastus fragilis",1,8,3,0.12,8.33333333333333,66.6666666666667,58.3333333333333,8
"C4",2013,"Microphthalmus aberrans",9,65,3,0.12,75,541.666666666667,466.666666666667,7.22222222222222
"C4",2013,"Scoloplos armiger",3,3,3,0.12,25,25,0,1
"C4",2013,"Spio",189,259,3,0.12,1575,2158.33333333333,583.333333333333,1.37037037037037
"C4",2014,"Arctica islandica",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2014,"Arenicola marina",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"C4",2014,"Capitella capitata",3,9,3,0.12,25,75,50,3
"C4",2014,"Chaetozone setosa",4,7,3,0.12,33.3333333333333,58.3333333333333,25,1.75
"C4",2014,"Cirratulus cirratus",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2014,"Ennucula tenuis",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"C4",2014,"Eteone longa",63,102,3,0.12,525,850,325,1.61904761904762
"C4",2014,"Harmothoe extenuata",5,14,3,0.12,41.6666666666667,116.666666666667,75,2.8
"C4",2014,"Macoma calcarea",8,26,3,0.12,66.6666666666667,216.666666666667,150,3.25
"C4",2014,"Mediomastus fragilis",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"C4",2014,"Microphthalmus aberrans",8,26,3,0.12,66.6666666666667,216.666666666667,150,3.25
"C4",2014,"Mytilidae",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2014,"Ophelina acuminata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2014,"Pectinaria koreni",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2014,"Phyllodoce maculata",5,8,3,0.12,41.6666666666667,66.6666666666667,25,1.6
"C4",2014,"Scoloplos armiger",4,10,3,0.12,33.3333333333333,83.3333333333333,50,2.5
"C4",2014,"Spio",19,55,3,0.12,158.333333333333,458.333333333333,300,2.89473684210526
"C4",2014,"Syllis cornuta",3,6,3,0.12,25,50,25,2
"C4",2015,"Arenicola marina",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2015,"Chaetozone setosa",14,53,3,0.12,116.666666666667,441.666666666667,325,3.78571428571429
"C4",2015,"Cirratulus cirratus",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2015,"Crenella decussata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2015,"Eteone longa",17,50,3,0.12,141.666666666667,416.666666666667,275,2.94117647058824
"C4",2015,"Galathowenia oculata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2015,"Harmothoe extenuata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2015,"Macoma calcarea",38,146,3,0.12,316.666666666667,1216.66666666667,900,3.84210526315789
"C4",2015,"Mediomastus fragilis",17,65,3,0.12,141.666666666667,541.666666666667,400,3.82352941176471
"C4",2015,"Microphthalmus aberrans",7,25,3,0.12,58.3333333333333,208.333333333333,150,3.57142857142857
"C4",2015,"Mya arenaria",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2015,"Mytilus edulis",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2015,"Nepthys",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2015,"Ophelina acuminata",39,123,3,0.12,325,1025,700,3.15384615384615
"C4",2015,"Pectinaria koreni",4,4,3,0.12,33.3333333333333,33.3333333333333,0,1
"C4",2015,"Pholoe minuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2015,"Polydora",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2015,"Scalibregma inflatum",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2015,"Scoloplos armiger",28,100,3,0.12,233.333333333333,833.333333333333,600,3.57142857142857
"C4",2015,"Sipuncula",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2015,"Spio",23,89,3,0.12,191.666666666667,741.666666666667,550,3.8695652173913
"C4",2015,"Syllis cornuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2016,"Abra prismatica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2016,"Arctica islandica",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2016,"Aricidea suecica",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2016,"Chaetozone setosa",12,48,3,0.12,100,400,300,4
"C4",2016,"Cirratulus cirratus",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2016,"Cistenides granulata",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2016,"Eteone longa",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"C4",2016,"Heteromastus filiformis",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"C4",2016,"Kurtiella bidentata",3,12,3,0.12,25,100,75,4
"C4",2016,"Macoma calcarea",41,164,3,0.12,341.666666666667,1366.66666666667,1025,4
"C4",2016,"Mediomastus fragilis",7,28,3,0.12,58.3333333333333,233.333333333333,175,4
"C4",2016,"Microphthalmus aberrans",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2016,"Mytilidae",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2016,"NA",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2016,"Nephtyidae",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2016,"Nephtys",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"C4",2016,"Nuculana minuta",3,12,3,0.12,25,100,75,4
"C4",2016,"Nuculana pernula",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"C4",2016,"Ophelina acuminata",105,417,3,0.12,875,3475,2600,3.97142857142857
"C4",2016,"Polydora",3,12,3,0.12,25,100,75,4
"C4",2016,"Priapulus caudatus",4,13,3,0.12,33.3333333333333,108.333333333333,75,3.25
"C4",2016,"Scalibregma inflatum",7,28,3,0.12,58.3333333333333,233.333333333333,175,4
"C4",2016,"Scoloplos armiger",36,141,3,0.12,300,1175,875,3.91666666666667
"C4",2016,"Spionidae",18,69,3,0.12,150,575,425,3.83333333333333
"C4",2016,"Terebellides stroemii",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Abra nitida",8,32,3,0.12,66.6666666666667,266.666666666667,200,4
"C4",2017,"Amphipoda",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Arenicola marina",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Aricidea suecica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Chaetozone setosa",24,96,3,0.12,200,800,600,4
"C4",2017,"Ennucula tenuis",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Eteone longa",6,24,3,0.12,50,200,150,4
"C4",2017,"Harmothoe extenuata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Macoma calcarea",35,134,3,0.12,291.666666666667,1116.66666666667,825,3.82857142857143
"C4",2017,"Mediomastus fragilis",13,52,3,0.12,108.333333333333,433.333333333333,325,4
"C4",2017,"Microphthalmus aberrans",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"C4",2017,"Mya arenaria",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Nepthys",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"C4",2017,"Ophelina acuminata",48,192,3,0.12,400,1600,1200,4
"C4",2017,"Pectinaria koreni",4,10,3,0.12,33.3333333333333,83.3333333333333,50,2.5
"C4",2017,"Polydora",4,13,3,0.12,33.3333333333333,108.333333333333,75,3.25
"C4",2017,"Priapulus caudatus",3,12,3,0.12,25,100,75,4
"C4",2017,"Protomedeia fasciata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"C4",2017,"Scalibregma inflatum",12,36,3,0.12,100,300,200,3
"C4",2017,"Scoloplos armiger",22,85,3,0.12,183.333333333333,708.333333333333,525,3.86363636363636
"C4",2017,"Spio",3,12,3,0.12,25,100,75,4
"C4",2017,"Syllis cornuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E3",1999,"Ampharetidae",14,14,1,0.0225,622.222222222222,622.222222222222,0,1
"E3",1999,"Apistobranchus tullbergi",5,5,1,0.0225,222.222222222222,222.222222222222,0,1
"E3",1999,"Arctica islandica",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"E3",1999,"Astarte",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E3",1999,"Chaetozone setosa",6,6,1,0.0225,266.666666666667,266.666666666667,0,1
"E3",1999,"Cirratulus cirratus",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Cossura longocirrata",14,14,1,0.0225,622.222222222222,622.222222222222,0,1
"E3",1999,"Crassicorophium bonellii",8,8,1,0.0225,355.555555555556,355.555555555556,0,1
"E3",1999,"Crenella decussata",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Cumacea",27,27,1,0.0225,1200,1200,0,1
"E3",1999,"Ennucula tenuis",5,5,1,0.0225,222.222222222222,222.222222222222,0,1
"E3",1999,"Eteone longa",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"E3",1999,"Heteromastus filiformis",20,20,1,0.0225,888.888888888889,888.888888888889,0,1
"E3",1999,"Lanassa venusta",6,6,1,0.0225,266.666666666667,266.666666666667,0,1
"E3",1999,"Laphania boecki",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Leda pernula",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Levinsenia gracilis",56,56,1,0.0225,2488.88888888889,2488.88888888889,0,1
"E3",1999,"Macoma calcarea",24,24,1,0.0225,1066.66666666667,1066.66666666667,0,1
"E3",1999,"Maldane sarsi",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Mytilus edulis",8,8,1,0.0225,355.555555555556,355.555555555556,0,1
"E3",1999,"Paroediceros lynceus",8,8,1,0.0225,355.555555555556,355.555555555556,0,1
"E3",1999,"Phyllodoce maculata",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"E3",1999,"Polydora",225,225,1,0.0225,10000,10000,0,1
"E3",1999,"Praxillella praetermissa",20,20,1,0.0225,888.888888888889,888.888888888889,0,1
"E3",1999,"Priapulus caudatus",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Protomedeia fasciata",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Pseudopotamilla reniformis",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Schistomeringos nigridentata",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E3",1999,"Scoloplos armiger",8,8,1,0.0225,355.555555555556,355.555555555556,0,1
"E3",1999,"Sphaerodoridae",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E3",1999,"Spio",84,84,1,0.0225,3733.33333333333,3733.33333333333,0,1
"E3",1999,"Sternaspis scutata",26,26,1,0.0225,1155.55555555556,1155.55555555556,0,1
"E3",1999,"Syllis cornuta",7,7,1,0.0225,311.111111111111,311.111111111111,0,1
"E3",1999,"Terebellides stroemii",16,16,1,0.0225,711.111111111111,711.111111111111,0,1
"E3",1999,"Thyasira flexuosa",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E3",2013,"Acarina",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E3",2013,"Aricidea suecica",8,8,3,0.12,66.6666666666667,66.6666666666667,0,1
"E3",2013,"Capitella capitata",2633,2877,3,0.12,21941.6666666667,23975,2033.33333333333,1.09266995822256
"E3",2013,"Chaetozone setosa",120,120,3,0.12,1000,1000,0,1
"E3",2013,"Cossura longocirrata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2013,"Crassicorophium bonellii",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2013,"Eteone longa",6,13,3,0.12,50,108.333333333333,58.3333333333333,2.16666666666667
"E3",2013,"Eunoe nodosa",6,6,3,0.12,50,50,0,1
"E3",2013,"Harmothoe extenuata",20,25,3,0.12,166.666666666667,208.333333333333,41.6666666666667,1.25
"E3",2013,"Levinsenia gracilis",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2013,"Microphthalmus aberrans",9,23,3,0.12,75,191.666666666667,116.666666666667,2.55555555555556
"E3",2013,"Ophiuroidea",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2013,"Polyplacophora",1,8,3,0.12,8.33333333333333,66.6666666666667,58.3333333333333,8
"E3",2013,"Praxillella praetermissa",6,6,3,0.12,50,50,0,1
"E3",2013,"Spio",80,101,3,0.12,666.666666666667,841.666666666667,175,1.2625
"E3",2014,"Ampharetidae",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2014,"Amphitrite cirrata",8,11,3,0.12,66.6666666666667,91.6666666666667,25,1.375
"E3",2014,"Arctica islandica",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2014,"Aricidea suecica",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E3",2014,"Asteroidea",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E3",2014,"Capitella capitata",7,28,3,0.12,58.3333333333333,233.333333333333,175,4
"E3",2014,"Caprella septemtrionalis",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E3",2014,"Chaetozone setosa",48,183,3,0.12,400,1525,1125,3.8125
"E3",2014,"Ciliatocardium ciliatum ciliatum",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E3",2014,"Cirratulus cirratus",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E3",2014,"Eteone longa",9,36,3,0.12,75,300,225,4
"E3",2014,"Harmothoe extenuata",30,117,3,0.12,250,975,725,3.9
"E3",2014,"Hiatella arctica",5,17,3,0.12,41.6666666666667,141.666666666667,100,3.4
"E3",2014,"Lanassa venusta",3,12,3,0.12,25,100,75,4
"E3",2014,"Macoma calcarea",6,24,3,0.12,50,200,150,4
"E3",2014,"Mediomastus fragilis",12,48,3,0.12,100,400,300,4
"E3",2014,"Microphthalmus aberrans",27,108,3,0.12,225,900,675,4
"E3",2014,"Mya arenaria",13,49,3,0.12,108.333333333333,408.333333333333,300,3.76923076923077
"E3",2014,"Mytilidae",21,69,3,0.12,175,575,400,3.28571428571429
"E3",2014,"Naineris quadricuspida",3,12,3,0.12,25,100,75,4
"E3",2014,"Nephthys",3,3,3,0.12,25,25,0,1
"E3",2014,"Nereis pelagica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E3",2014,"Onoba aculeus",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E3",2014,"Ophelina acuminata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2014,"Pectinaria granulata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E3",2014,"Pectinaria koreni",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E3",2014,"Phyllodoce maculata",4,13,3,0.12,33.3333333333333,108.333333333333,75,3.25
"E3",2014,"Polydora",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"E3",2014,"Praxillella praetermissa",4,7,3,0.12,33.3333333333333,58.3333333333333,25,1.75
